41	6				
1	2	0.0192	0.0575	1	100
1	3	0.0452	0.1652	1	100
2	4	0.057	0.1737	1	100
2	5	0.0472	0.1983	1	100
2	6	0.0581	0.1763	1	100
3	4	0.0132	0.0379	1	100
4	6	0.0119	0.0414	1	100
4	12	0	0.256	1	100
5	7	0.046	0.116	1	100
6	7	0.0267	0.082	1	100
6	8	0.012	0.042	1	100
6	9	0	0.208	1	100
6	10	0	0.556	1	100
6	28	0.0169	0.0599	1	100
8	28	0.0636	0.2	1	100
9	10	0	0.11	1	100
9	11	0	0.208	1	100
10	17	0.0324	0.0845	1	100
10	20	0.0936	0.209	1	100
10	21	0.0348	0.0749	1	100
10	22	0.0727	0.1499	1	100
12	13	0	0.14	1	100
12	14	0.1231	0.2559	1	100
12	15	0.0662	0.1304	1	100
12	16	0.0945	0.1987	1	100
14	15	0.221	0.1997	1	100
15	18	0.1073	0.2185	1	100
15	23	0.1	0.202	1	100
16	17	0.0524	0.1923	1	100
18	19	0.0639	0.1292	1	100
19	20	0.034	0.068	1	100
21	22	0.0116	0.0236	1	100
22	24	0.115	0.179	1	100
23	24	0.132	0.27	1	100
24	25	0.1885	0.3292	1	100
25	26	0.2544	0.38	1	100
25	27	0.1093	0.2087	1	100
28	27	0	0.396	1	100
27	29	0.2198	0.4153	1	100
27	30	0.3202	0.6027	1	100
29	30	0.2399	0.4533	1	100
